tweet,index,truncated,Language,username 
"RT @TheGiveBots: ⚔️ 9Tales x Beat Bots ⚔️

9tales is an NFT collection used for a play &amp; earn card game in development by industry pros

3x…",9415,False,en,Anon0001_
RT @SOLBars_NFT: SOLBars is building one of the 💥strongest💥 communities in #solana right now. We’re putting the ‘fun’ in non-fungible token…,9416,False,en,Voyceeh
"Rarity Rank # 2823 🔥🔥

https://t.co/B1Uhp6dsDh

#NFT #NFTs #ETCARMY #NFTCommunity #blockchain #Airdrop #ETC… https://t.co/4Eu0GdToSB",9417,True,en,LazylionsEtc
"RT @MojitoSwap: 🔥KCC Special Events ×MojitoSwap 1000MJT Giveaway🔥

As one of the DEXs on the KCC , MojitoSwap is honored to participate in…",9418,False,en,AnasWar49750293
"@BTC_Archive $MITO @MuskItoOfficial 
🦟 FREE #MITO 💥 ELON'S CAGED MOSQUITO 💥

⚖️ Stealth Fair Launch
🐳 Anti Rug
👏Com… https://t.co/x5v4V4cmAG",9419,True,en,Rusvipercrypto
"RT @crypt_hokage: [#Giveaway] 🎁

$200 Avax 

✅RT
✅Follow @crypt_hokage

Bonne chance 🍀

#crypto #bnb #fish #BSC #avax #nodes #forktitano #f…",9420,False,fr,CryptoJonath
RT @BitcoinNFT_____: 💥Drop your #NFT💥,9421,False,en,BitcoinNFT_____
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9422,False,en,Vansdouble
"RT @IDOHunting: 📚 EDUCATION GIVEAWAY 📚

🏆 1 Nice @chikn_nft &amp; 1 Exceptional @HoppersGame #NFT 
📜 50 WL Spots🎖 

🥊🔺Street Brawlerz🔺🥊

Rules:…",9423,False,en,hijooheon
"RT @MultiversePad: GET READY FOR THE BIGGEST COMMUNITY DROP!!!!

Learn more about the nature of the rewards down below 🔥 🔥

https://t.co/K1…",9424,False,en,Simantohn
@ecassidy47 @TeenVogue Ok Bitcoin Boy,9425,False,en,YoLon3rWolf
"XRP is getting ready to fly to the moon! #xrp #ripple #bitcoin #binance #altcoin

https://t.co/y6eWXViuoQ",9426,False,en,ogdarkzxz
"RT @KazokuNFT: Kazoku Moment #1 🦈

What would you name this Kazoku for our Moments series? 🉑

❗️Best name wins... something nice!

#AprilFo…",9427,False,en,xwinkook17
"RT @barisyaslan: I wanted to guess a few times before, but the war broke out.  The world economic crisis began.But this time I believe
 @bi…",9428,False,en,AsMeliksah
"RT @unFederalreser1: Did you know that $eRSDL token holders benefit from the adoption of our #institutional #DeFi products?

Read our recen…",9429,False,en,Pranav__Rajpoot
"RT @Smart_NFT_News: 🚀 @Bold_point An #NFT-based #P2E RPG game built on #Avalanche

🕹 #BoldPoint enable players slash enemies, play against…",9430,False,en,venicitea
"RT @UxGcrypto: 💵Sol Seltzers 🤝Giveaway 💵

🏆1x 0.1 SOL ($13)
🏆1x Sol Seltzer NFT
 
To enter:
1️⃣ Like &amp; RT
2️⃣ Follow @UxGcrypto &amp; @SolSeltz…",9431,False,en,UxGcrypto
"RT @thedefiedge: Are you struggling with Crypto?

Then read the 12 threads I wrote in March:",9432,False,en,harish_reddy9
"RT @LayahHeilpern: Immigration: How much cash do you have?

Me: nothing 

Immigration: Why?

Me: I only hold #bitcoin 

Jk I stfu until the…",9433,False,en,Boomingcrypto1
@nftclients https://t.co/FwgfvYI26x,9434,False,und,UNIVERSE5D
"RT @GawsStiph: A brand new Gamefi project on the #AVAX network 👇🏼

This one has it all - NFT’s, Interactive Game, Staking and a token launc…",9435,False,en,Sagorghosh69
RT @BitcoinMagazine: BREAKING: ONLY 2 MILLION #BITCOIN LEFT TO BE MINED,9436,False,en,Bitcoin_Billy10
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9437,False,en,Xenos_Giveaway
"@tqif MSHIBA is revolutionising crypto space with its play-to-earn game. 

Check out their website at :… https://t.co/u3izS3bY40",9438,True,en,ranidaniqbalcjr
"RT @0xChougs: MURI NFT GIVEAWAY 🎁💥

Floor Price: 0.70 ETH ($2,100+)

Enter by: 
1) Follow @0xChougs 
2) RT + ❤️
3) Tag Friends

Ends in 72…",9439,False,en,missupepe
"RT @cryptogeezer36: Go and #subscribe to @StudioDcn @youtube channel
https://t.co/u9Gg1GMZBt
Keep up to date with the team! #dailydrops of…",9440,False,en,weepeli
@Mustylilly @mkayt1303,9441,False,und,superfly1303
"RT @Kripto_Poyraz: Mesele 44K gelince değil. 

23 Ocak da fiyat 32K da Boğa geliyor diyebilmek. 

Az kaldı çok az son kale 45500 gelsin hel…",9442,False,tr,Naznesss
"RT @TheApeList_: 🎉 WL GIVEAWAY 🎉

We are giving away 5 WL courtesy of the team

To Enter: 

➡️ Follow both @TheApeList_ &amp; @IVSProtocol 
➡️…",9443,False,en,T1m0thyR0mer0
"RT @RaccoonClub8: 🍀GIVEAWAY🍀

🏆 50$ + 10x WL

To win:
1️⃣ Follow @HyperBullsEth 
2️⃣ Like + RT
3️⃣ Tag 2 friends

#NFT #NFTGiveaway #NFTs #…",9444,False,en,NaturalLina
RT @CrypCade: CrypCade 3D Character NFT Whitelist OG Role will guarantee a spot to mint. We are giving these to the first 300 people to lik…,9445,False,en,horycandle
"RT @MazManStudios: 🎉 FREE #NFT GIVEAWAY 🎉 

1️⃣ Must Follow 
@MazManStudios and @JuziTuzi

2️⃣ ❤️ &amp; Retweet  
3️⃣ Drop #ETH wallet
4️⃣ Tag…",9446,False,en,LiCodan
@nftsharepool https://t.co/PveWmY7GF0,9447,False,und,Lilith_NFTS
"RT @Niftycrypt: 🐀PxN WL GIVEAWAY🐀 

1 WL for @projectPXN, courtesy of the team ❤️

How to enter:
🔹Follow @NiftyCrypt, @projectPXN, @EnmakeX…",9448,False,en,AshleyH44341982
"@ArteoscuroNFT Buy 5 Win 1 Free. If you are interested in #RoyaLyPunks, please check the web address.… https://t.co/SZK2tbLJQr",9449,True,en,lookatmejagged
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9450,False,en,MissufeChita_22
"@CryptoDee16 @ScottMahring @BinanceUS @Shibtoken Do you have a Bitcoin wallet or Coinbase wallet, Blockchain, Binan… https://t.co/3XJwNmHj8L",9451,True,en,Virgini13506439
Thanks to @Tradeosiann for giving me FREE  #scalping #signals everyday by them  i'm  doing super in #Crypto market… https://t.co/4BzRNG3Lxi,9452,True,en,ChakuLove1
"RT @ExzoticNFT: ❄️Welcome to Iceverse ❄️

Follow @IceverseDAO
8,888 Ice Bears (5 categories)
50,000 $wrld in Iceverse Reserve
$wrld Buyback…",9453,False,en,HuejCZ
"RT @WatcherGuru: BREAKING: The 19,000,000th #Bitcoin has officially been mined.",9454,False,en,Michael_Da_niel
"RT @nftgamingstars: 🔥Airdrop: NFT Gaming Stars 
💰 Value: 1 Million $GS1 + 32 NFTs
👥 Referral: +100 Entries
📅 End Date: 30th May, 2022

🔗Lin…",9455,False,en,MRJ19971
"RT @CryptoTownEU: 🚀 Airdrop: XID Network
💰 Value: 200 $XID
👥 Referral: 20 $XID
📼 Audit: FreshCoins
📋 Contract: BSCscan
📅 End Date: 15th Apr…",9456,False,en,NhuThiem
"@ZinuToken @portalxnft @NFTOasis @NFTLAlive Kingzinu.eth🔥

Kingzinu.bitcoin🔥

Kingzinu.nft🔥",9457,False,nl,cryptobeefs
"RT @OfficialTravlad: $30,000 #crypto giveaway. ( 6 x $5,000 )

How to enter:

i) Retweet
ii) Follow myself ( @officialtravlad ) 
iii) Turn…",9458,False,en,BucinnyaMaiyan
"RT @oasys_games: ⭐️The Oasys Discord is Officially Open!⭐️
https://t.co/CMd6BFgura

To celebrate the launch,  our awesome partner @mycrypto…",9459,False,en,khalek833
"RT @metamouseNFT: VIP SALE BLEW PAST EXPECTATIONS.

IT'S WL SALE TIME!!! 12 PM EST. WHO'S IN?

#nft #NFTGiveaway #NFTdrop #NFTProject https…",9460,False,en,Bruvydsb10
"RT @metaplicant: 🔥 GIVING AWAY 10 WL SPOTS 🔥

To Enter 👇
- Follow @metaplicant and join the discord: https://t.co/mzOBHGnE2H
- RT + Like Th…",9461,False,en,Nur20764895
40% of the profits from the initial sale of every image in this collection and 5% of the 10% royalties on resale wi… https://t.co/f4MSc8Rd6f,9462,True,en,jordantheangel_
"RT @Evil_Promoter: $100 in 24 Hours

- 👉🏻 RT + Comment/tag friends on Quoted Tweet 👇🏻",9463,False,en,nana9mona
"RT @officialsubx: We are having our first Spaces NFT giveaway🎁: $50USDT + 1 Private Sale Spot per winner. 

To participate: 
1. Choose one…",9464,False,en,menangmakjii
"RT @0nlyNFTs: 🎉$50 + #NFTGiveaway 🎉

Introducing @CuriositiesNFT 🔥

1x NFT + $50 in ETH | 1 Winner 🎉

To Enter:

1⃣♥️&amp;RT + Tag 3 Friends
2⃣…",9465,False,en,ochamocha14
"RT @YeferssonCorad2: @Sin_Salt Now, you are my Nft https://t.co/rswKNjD3JB",9466,False,en,Sr_Hyena
"@StackerDAOLabs @Stacks Wait a minute, we will need DAO tooling for our NFT's, Tokens and Marketplaces?",9467,False,en,AMallak
"Preview of 4 NFTs from the 4/20 drop 💚

#gnomeart #butterflyart #highart #seahorseart #nfts #nftgang #digitalart… https://t.co/he5POVgij5",9468,True,en,anthroweed
@vzcek https://t.co/nyMNpQAXWW,9469,False,und,IDDY_NFT
"@_NftCollectors @cybotz_nft Buy 5 Win 1 Free. If you are interested in #RoyaLyPunks, please check the web address.… https://t.co/SEpabF2grU",9470,True,en,royalypunks
"RT @Meta_Xeno: 🧚‍♂️#Metaxeno Hero Naming Contest.

💰Rewards: #OAT NFT &amp; 10,000 #MXT &amp; #XENO 

⏰Event duration: 1st-6th April 1pm (UTC)

👇Ch…",9471,False,en,you40570518
@davidgokhshtein #RichQUACK 💎 No Doubt! 🚀🚀 DYOR! ✅ https://t.co/OhI1eUCYpC,9472,False,en,JQuackland
"CryptaPillarz #28 is looking #forward to the weekend almost as much as I am 🌷🌸🪷🌺

I would love to see everyones wee… https://t.co/TZUfBIzogf",9473,True,en,CPillarz
@PeterSchiff what is the counterparty risk in crypto that also doesn't exist in gold?,9474,False,en,PippiWestwood
@Gavin_nft https://t.co/Ky2uU6UkHI,9475,False,und,What_The_THING
"RT @WatcherGuru: BREAKING: The 19,000,000th #Bitcoin has officially been mined.",9476,False,en,Accionista16
Drop your favorite #NFT art under 1 ETH #NFTCommunity #NFTs #NFTCollector,9477,False,en,Michael15802865
RT @paysinanispal: @PPathole @elonmusk The next meme Crypto King- $CK from the 🤩#Netflix🤩 documentary. .. GOING TO MOON SHOOT DONT MISS OUT…,9478,False,en,ihaque22
@LUCKSHEEPY 🙏🙌 Preach! 🙏🙌 #DPMMHYC #DPMMHYCNFT #WAGMI #POOPASTINKA #ETH #NFT #ONTHATGRIND #SKIBIDIBAPOOBADA #IMTHESCATMAN,9479,False,en,PreschoolKaiju
"RT @RPG_1976: @WClementeIII Imagine being super early to two crypto currencies within ONE project (Starlink Inu &amp; CRO)… SHEESH!

https://t.…",9480,False,en,rossee_rj
"RT @KazokuNFT: Kazoku Moment #1 🦈

What would you name this Kazoku for our Moments series? 🉑

❗️Best name wins... something nice!

#AprilFo…",9481,False,en,prskvamanda
RT @mogulofficial_: Have you heard? 👀 Dubai is set to be the crypto capital of the world and Mogul $STARS are bound to be the stars of the…,9482,False,en,JardelGomes3
@wilsonh @Nate_Griffin @JasonIsbell There are many ways to own stuff. Most are less permanent and more easily explo… https://t.co/vxh0WBSgg0,9483,True,en,BradThe3rd
"RT @ForbesCrypto: In its new tax proposal, the Treasury is looking to raise in excess of $10 billion in revenue, partly by addressing some…",9484,False,en,Justlet_me_
"RT @furrincrypto: 🤯@AlphaKongsClub launched their new unique ecosystem &amp; it's insane!

This unique DeFi ecosystem allows you to stake your…",9485,False,en,win_4l
RT @Mortezakananii3: @RPG_1976 @shibainuart Imagine being super early to two crypto currencies within ONE project (Starlink Inu &amp; CRO)… SHE…,9486,False,en,Thezakerii
"@crypto 💥HURRRY-UP!!!

  https://t.co/bYU6up1qDo",9487,False,en,MellSangdx
#CoATestnet,9488,False,und,k_a_r_a_k_u_m
"RT @CryptoTownEU: 🚀 Airdrop: LumiGhost
💰 Value: 1000 $LUMIGHOST
👥 Referral: 5000 $LUMIGHOST
📅 End Date: 21st April, 2022
🏦 Distribution Dat…",9489,False,en,isaisliyen4066
"RT @ADA_Exploration: The first sneak peek of ADA Exploration #CNFT COMING SOON!!

To celebrate, we’re giving away 50ADA, to rocket the comm…",9490,False,en,NetherCNFT
"The project seems to have great potential!
Should definitely feature it on @NftCarrier",9491,False,en,peniop2
"RT @CartzSzn: 🚨#NFTGiveaway🚨

We've teamed up with The Underground NFT!

🏆WL spots🗒️
    
1️⃣Follow 
@CartzSzn 
 &amp; 
@thedopegallery
2️⃣RT &amp;…",9492,False,en,kittylatina4
"@ScottLEOWarrior @goldcoinreserve @elonmusk, welcome to the next generation of #crypto mining.",9493,False,en,sxngyxon
RT @1MarkMoss: Dropping 🔥 at @GeorgeGammon conference! 👇,9494,False,en,1MarkMoss5
"RT @Elf_Matrix: 🚀ORIGIN ELF NFT SALE 🚀


⌛ WHEN
Starts from 10am GMT+8 29th March,2022

🎪WHERE
 https://t.co/DBjX7ZIL5Z

⛳️ HOW
https://t.c…",9495,False,en,layon_khan
Promote it on @nftswind,9496,False,en,5Jonny0
"RT @iakimihyb: 🎁 $25 + NFT GIVEAWAY 🎁

Prizes: 
🏆(x1) $25
🏆(x1) NFT
🏆(x5) WL Spots

To Enter: 
1️⃣ Follow @iakimihyb &amp; @ChillChimpanzee…",9497,False,en,WayScientific
"🧹 Floor Price Offer #LoadedLion

🏅 5003

💰 3499.0

💎 Outfit - Ninja: 6.01

🆔 7865

⌚ 2022-04-01 17:53:11.899302

🔗 https://t.co/lzF7jmAQkT",9498,False,en,tag_mb1
"RT @_FuwaFuuyu: if you like sky
if you love cloud
if you love ' blue '

you can check now 

    first drop !
  ' Blue eyes sky ' (*ˊ꒳ˋ*)

a…",9499,False,en,M_lll5
"RT @KarutiNFT: We are giving away 1x Karuti and 5x Karuti Passes! To enter: 👇

🌸 Like &amp; RT!
🌸 Follow @KarutiNFT
🌸 Tag a friend

Winners wil…",9500,False,en,DavidMa76621974
"RT @bhelekesehe: @InuAlien My Entry meme contest @InuAlien 
Original Gif, i hope you like it

$ALIEN #ALIENINU #ALIENARMY #P2E #NFT https:/…",9501,False,en,SausChefMeals
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9502,False,en,hokibukber
"RT @BroskeesNFTs: We've partnered with @BokiNFT to give away 3 spots to their Allowlist. 

To enter:
1. Follow @BroskeesNFTs  &amp;  @BokiNFT…",9503,False,en,misottuongden
"RT @pxRobos: Due to unusual activity on discord, we will remain locked until further notice. This giveaway has been approved✅

🤖FREE MINT G…",9504,False,en,IGeneralhd
"RT @freecashcom: $10,000 Giveaway, 100 winners!

✅ Retweet &amp; Follow
✅ Enter via Gleam: https://t.co/x1o4T019iz

Drawing winners in 7 days…",9505,False,en,Istajibdoa93
@crypto AMAZ|NG!,9506,False,in,MellSangdx
"RT @KingPantherNFT: I wish God can bless me🙏 I been really down lately💯 I know my time is coming….

#NFTCommunity #NFT #nftcollector",9507,False,en,PixelBotNFT
"RT @BroskeesNFTs: Nindo x Broskess giveaways  

5WL spots:

1. Follow @nindonft &amp; @ninjasunnft
Like, RT, Tag 3 frens 
2. Join Nindo DC: htt…",9508,False,en,BB392869461
"RT @hexgraphs: What an honor they brought my graphs to the Crypto World Con #CWC2022 in #Miami

#hex #cryptocurrecy #BTC https://t.co/GQ5eB…",9509,False,en,250smurf
"RT @Niftycrypt: 🐀PxN WL GIVEAWAY🐀 

1 WL for @projectPXN, courtesy of the team ❤️

How to enter:
🔹Follow @NiftyCrypt, @projectPXN, @EnmakeX…",9510,False,en,LisaFellows17
"NFP REPORT NEGATIVE
#Bitcoin BULLISH https://t.co/0cSmGFvIlF",9511,False,en,shrey_tabhane
@crypto Awesome Brad https://t.co/lLiLFBc2Lx,9512,False,en,Elias_OUICH
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9513,False,en,imygtd
"RT @SolinaChau_: Successful Investor. #congratulations 

I'm back on my twitter account, Never been here since the last time I created this…",9514,False,en,Patka230799
@NFTQuin https://t.co/hai0kUX1nE,9515,False,und,Bas22223233
"RT @CathenaKnights: Dear mortals🌱💀

We noticed that some of you couldn't soulbind their Telegram account to get the new quests if no userna…",9516,False,en,ventanuco
"RT @AproxieETH: 🎁Aproxie's 3K Giveaway!🎁

Thank you all! I am partnering up with @iamdrawking to giveaway a hand-drawn, framed version of y…",9517,False,en,Daw7oN
"RT @mintyscore: 🎉Elysium Shell Giveaway🎉
A collection of delicate 3D characters! Each NFT contains a PFP &amp; a 3D full-body avatar.

💎Prizes:…",9518,False,en,kdrudbxxbtwaaa
RT @LaCapitalBTC: - #Bitcoin somos todos!👊 https://t.co/QrnCc6apCt,9519,False,es,Mrinfluencer_
"RT @TheApiens: Verified Apiens gang ☑️

We are giving 3 WL on this post!❤️‍🔥

To Win
1⃣Follow, Like &amp; RT
2⃣Tag 3 Frens
3⃣Join our Discord…",9520,False,en,EgdrOmer1
"Hi! it's me Lucky Fish!

#NFT #NFTs #NFTart #NFTartist #NFTCommmunity #NFTCollection #art #ETH #smile #happy… https://t.co/wqtfr4oput",9521,True,en,LuckyFi11504347
"@DCLBlogger #Web3 based Social Network and HD #Metaverse for you to explore, live, socialize and build your economy… https://t.co/GYqLjg5Azk",9522,True,en,MaryIva34021532
"@alirahmat_jaya @rtItBot 🚀🚀🚀🚀 @babyzilliqabsc 

https://t.co/vWcqCbAxe0

#100xgem #Crypto #CryptoCurrency #BabyZilliqaBSC #Zilliqa #100xCoin",9523,False,und,Frosted_Studio
"RT @crypto: Ukraine has raised more than $600,000 through NFT sales that will be used to rebuild cultural institutions destroyed since the…",9524,False,en,KmsKota
"@FrasesDeRenato UniCro (UCRO)🔥
Building FIRST DEFI NFT marketplace on Cronos Chain

Buy link on CronaSwap… https://t.co/oRlMOGu5La",9525,True,en,nanowolf1991
"OOGA!  Crypto Caveman #2077 just sold on Magic Eden for 2.5 SOL ($381.6)!

Transaction: https://t.co/m4amLowcY3 https://t.co/dmhJJK7BJi",9526,False,en,CavemenBot
"RT @Renzohabagat: 🚨 Giveaway 🚨 

This Amazing Nft 

  The Mandrillz

Here the Rules To enter

☑️Follow ME
☑️Like &amp; Rt
☑️Tag 3 Friends

Ends…",9527,False,en,ninjacakezero
"RT @TheApeList_: 🎉 WL GIVEAWAY 🎉

We are giving away 5 WL courtesy of the team

To Enter: 

➡️ Follow both @TheApeList_ &amp; @IVSProtocol 
➡️…",9528,False,en,D0r0thyCunn1ng1
"@mirutoken 🌏Everyone in the world deserves to have the right business.
💥Join #MIRUTOKEN.💥

#MIRUtoken #MIRU #BSC… https://t.co/7bYxICnDTo",9529,True,en,Aria16334310
"RT @drifters_nft: Hey #Elrond community 🙌

You may have seen some Innovator #Drifters on the secondary market for sale.

Important info: al…",9530,False,en,ElrondToTheMoon
#Ethereum Founder Vitalik Buterin Praises '#Bitcoin Maximalism' (Maybe) https://t.co/KYldyuXuoK,9531,False,en,N3wsCrypto
Alala ne sike yarıyormuş neye dermanmış? Aynı işi ve daha fazlasını yapan binlerce proje var zaten,9532,False,tr,libertfinanzia
"#VietnamBlockchainExpoverse #BSC #NFT #GameFi #Metaverse #Elemon #MVBIV 
@ElemonGame #BinanceBlockchainWeek… https://t.co/8n54M0OMOY",9533,True,en,thubemil
Promote it on @Nfttender,9534,False,en,SyGong3
"RT @NeverLandBSC: 🦉What is the reason for the game's enduring appeal? 

🦢NeverLand would be the reason! 

🦚You look lovely, if I may say so…",9535,False,en,Volk___off
"RT @vicaturkey: @itsALLrisky @ViCat_777 will be listed on BSC network Pancakeswap soon!🔥🔥
✅SAFU TEAM ✅NFT's
✅P2E✅ Community rewards
✅1 of a…",9536,False,en,Emileox1
"RT @Subasasamuraei: #RBXS marketing is by your side full of special monthly prizes and steak benefits.
Join and work to get a gift

📚https:…",9537,False,en,SOLO68_samurai
@Sanjuan77918860 You must check @MintHuntersNFT. Made for real degen NFT minters. Holders will receive free whiteli… https://t.co/1quS8WoBHT,9538,True,en,Elisa86352845
"Awesome giveaway from the top class projects.
@Tariqul1991 
@Safin9911 
@KafilUd58985031

#MathWallet #UpDeFi… https://t.co/3Go3pHTPgm",9539,True,en,Shirin20201
"RT @ConftApp: coNFT Giveaway Campaign on ETH is Live!

Complete the tasks to win one of 12 NFTs on Ethereum blockchain. Prizes include 4 of…",9540,False,en,Rifat68277301
"RT @IpekSamurai: pulytoken ile para kazanmak
nft oyunları oyna
BSC ağında para kazanın
#RBXS &amp; #PULITOKEN

#BNB  #Binance   $PULI $RBXS #BT…",9541,False,tr,shirin_samuraii
"RT @DefiGabbi: $100 ~ 30 Hours

➡️ RT + Follow @Metanevolution

➡️ RT + Like &amp; Comment this tweet:",9542,False,en,peter12911
"RT @meta_legion: 🎁 10 #EGLD+ 20 WL #GIVEAWAY 🎁 

Meta Legion will officially be on the #Elrond Blockchain

To celebrate, get a chance to wi…",9543,False,en,benjaminPag1
"🚨💎HUGE GIVEAWAY💎🚨
MINT IS LIVE !! 
https://t.co/RlBwVN7r7K
Prizes:
🏆1  $SOL  3 x 
🏆1 NFT Quacky Duck 5 x 
Rules:
✅… https://t.co/fcggDtdfO1",9544,True,en,ApeWarGang
RT @RazvanAldea: Tonight I will start sending you the NFT as you post your wallet. When all 40 are gone I will close the giveaway! Thank yo…,9545,False,en,Harvey_0004
"RT @Nonceblox_: DeFi Scams are ever increasing. Secure your DeFi Protocol with NonceBlox.

#DeFi #DeFiProject #Blockchain #Auditing #NFTs #…",9546,False,en,doombad1
"RT @furrincrypto: 🤯@AlphaKongsClub launched their new unique ecosystem &amp; it's insane!

This unique DeFi ecosystem allows you to stake your…",9547,False,en,oustbelift
"📢Opening in early access game* 
( *Only for NFT Holders ) 
from APRIL 2 at 18:00 UTC ! 

Mint Phase 2 : 

PRICE: 0.… https://t.co/8ZMWhWQ2hT",9548,True,en,KingdomKeyNFT
Promote it on @NFTsSaga,9549,False,en,Aaliya02728903
"RT @Cointelegraph: Women in Norway are embracing crypto. 

A survey conducted by @ArcaneResearch and @EYnews found that the rate of female…",9550,False,en,Bjnv51466887
"RT @kucoincom: The 19,000,000th #Bitcoin has been mined.

If you know, you know. https://t.co/tz6BClOqcc",9551,False,en,Ahmad13506515
nft is bullshit https://t.co/XPSHe0V9tW,9552,False,en,Rifleman1130
Promote it on @Emergiingnft,9553,False,en,danyjoseph169
"RT @WFVnft: We want to start this weekend off exciting for everyone! One random winner will win a Women From Venus NFT! Good luck! 🎉✨ 

RUL…",9554,False,en,Laylita_eth
"RT @SolinaChau_: Successful Investor. #congratulations 

I'm back on my twitter account, Never been here since the last time I created this…",9555,False,en,Yeseniab17
RT @SherpaX_DAO: ComingChat and SherpaX will jointly give away 200 sBTC to all Ethereum users in celebration of the total #Bitcoin custody…,9556,False,en,RestuAfan
"RT @Penguin_NFT_: 🚨GIVEAWAY! GIVEAWAY! GIVEAWAY!🚨

We've partnered up with Bullish Beavers to give out a cool NFT! To win, you must:

1⃣ Li…",9557,False,en,asist12345
@wincityyx_ @ScottLEOWarrior @swapleonicorn @MustacheTommy @TheLondonCrypto @LaCryptoMonkey @LunarCrush @cz_binance… https://t.co/qHxYj1qtZh,9558,True,en,RajuBhincakazi
"RT @GGMMarin: #WillSmith 
#NFT 
#cartoon 
Check out this item on OpenSea https://t.co/PDyVqGV5Up via @opensea",9559,False,en,AmaliaAvram7
RT @gokhshteinmedia: Join for the AMA with @bluebit_io!!! #exchange #crypto #trading #bluesparrow https://t.co/MSzU5IOr1a,9560,False,en,behnam_3adeghi
Crypto pundits gather online to discuss innovation and national security https://t.co/qymxz70U0O,9561,False,en,CryptoDigiCurr1
RT @Kharmilol: Hi! United DAO just launched their staking protocol on ETH main-net on 1st April! On par with the biggest names in dextools…,9562,False,en,Shotarooo00
"@crypto 💥BREAKING!!

  https://t.co/gk5jh8yWcl",9563,False,en,MellSangdx
@Defi_Clan @HollandJeffreyR @elonmusk  @KimKardashian @sdehghanpour,9564,False,und,RamezanianJava2
@afghanvet12 @WHWhitt1 @jmvasquez1974 Yes but the issue is not that but getting that crypto shipped as Cash to the… https://t.co/ZHhoD396HG,9565,True,en,TorbenFriis3
"RT @modatherossamaa: 🎁#NFTGIVEAWAY 🎁

Prize 🏆:
1 #NFT
5 WL 
To Enter 👇

1⃣ Follow @beyond_scape &amp; @modatherossamaa  
2⃣ Like &amp; Retweet ♻️…",9566,False,en,WDrugga
"RT @gaurav15706: 19,000,000 #Bitcoin Mined 🚀",9567,False,en,1119_shubhu
Just 2 million Bitcoin left: Bitcoin hits the 19 million milestone https://t.co/ZrnzfsHaqS,9568,False,en,CryptoDigiCurr1
Won an NFT by @unholyqueen909 y’all should check this project out! https://t.co/ONpHPhajV3,9569,False,en,nish14_nft
https://t.co/C4oTcnIXXj #monopolyonchain #realestate #blockchain #bitcoin #ethereum #binance #MPT #airdrop,9570,False,und,Instri3
@victorcandra10 You must check @MintHuntersNFT. Made for real degen NFT minters. Holders will receive free whitelis… https://t.co/2QAfrLCZid,9571,True,en,Shameka72815459
"RT @mintyscore: 🎉Elysium Shell Giveaway🎉
A collection of delicate 3D characters! Each NFT contains a PFP &amp; a 3D full-body avatar.

💎Prizes:…",9572,False,en,kcnatxwhoosldg
"@MMCrypto 🔥Meta Frizzy - Fair Launch 🔥

✳️Meta Frizzy invites all to the Fair Launch at PinkSale.

⏰ Date &amp; Time: 4… https://t.co/TKjYc2YvPl",9573,True,en,Nutritherappy
"RT @freecashcom: $10,000 Giveaway, 100 winners!

✅ Retweet &amp; Follow
✅ Enter via Gleam: https://t.co/x1o4T019iz

Drawing winners in 7 days…",9574,False,en,joy2030v3
"RT @Feysal0710: What does BlueSparrow CEX  offer to you?
Gold,Oil, Stocks trading , Commodities and Crypto 
All you need for trading....
#B…",9575,False,en,sanaz0909
"Institutional Investors Are Storming Back to Bitcoin and Ethereum From Altcoins, Says New CoinShares Survey https://t.co/zzyGcWqUr9",9576,False,en,CryptoDigiCurr1
RT @nowthisnews: This company is using coal waste to mine crypto — but is it cleaner than traditional methods?💲🤔 https://t.co/mLYeccP4HZ,9577,False,en,TheEricTucson
"The Shiny Collection: OG Onyx
1:1 Legendary Cruiser Panda
(5 of 5)

Auction opening soon!
Stay Tuned!
🐼💎🐼

#NFT… https://t.co/3jEkAzeBop",9578,True,en,CryptoPandasNFT
"RT @Xenos_Giveaway: CRYPTO WASPS $cWASPS
PLEASE GET YOUSELVES FAMILIAR WITH DATA BELOW:

WEBSITE👉https://t.co/J6f3E2jtqD
READ MORE👉https://…",9579,False,en,bigwinbiilabs
@crypto take that!,9580,False,en,MellSangdx
"RT @RealcollectionG: NFT+LED Airdrop Event Celebrating Grand Opening of #RealCollection 🎉🎉

💰Airdrop
1,000 New York East Village Art NFT
pl…",9581,False,en,wahyumahesea
